"Txhash","Blockno","UnixTimestamp","DateTime","From","To","Token_ID","Method"
"0x778a97f4b48aaaedcb7ddabb809acc4125a289957fc5869bb233925443c9e6ce","12414698","1620757329","2021-05-11 18:22:09","0x0000000000000000000000000000000000000000","0xd6a984153acb6c9e2d788f08c2465a1358bb89a7","1", "Mint Batch"
"0x778a97f4b48aaaedcb7ddabb809acc4125a289957fc5869bb233925443c9e6ce","12414698","1620757329","2021-05-11 18:22:09","0x0000000000000000000000000000000000000000","0xd6a984153acb6c9e2d788f08c2465a1358bb89a7","2", "Mint Batch"
"0x778a97f4b48aaaedcb7ddabb809acc4125a289957fc5869bb233925443c9e6ce","12414698","1620757329","2021-05-11 18:22:09","0x0000000000000000000000000000000000000000","0xd6a984153acb6c9e2d788f08c2465a1358bb89a7","3", "Mint Batch"
"0x778a97f4b48aaaedcb7ddabb809acc4125a289957fc5869bb233925443c9e6ce","12414698","1620757329","2021-05-11 18:22:09","0x0000000000000000000000000000000000000000","0xd6a984153acb6c9e2d788f08c2465a1358bb89a7","4", "Mint Batch"
"0x778a97f4b48aaaedcb7ddabb809acc4125a289957fc5869bb233925443c9e6ce","12414698","1620757329","2021-05-11 18:22:09","0x0000000000000000000000000000000000000000","0xd6a984153acb6c9e2d788f08c2465a1358bb89a7","5", "Mint Batch"
"0x778a97f4b48aaaedcb7ddabb809acc4125a289957fc5869bb233925443c9e6ce","12414698","1620757329","2021-05-11 18:22:09","0x0000000000000000000000000000000000000000","0xd6a984153acb6c9e2d788f08c2465a1358bb89a7","6", "Mint Batch"
"0x778a97f4b48aaaedcb7ddabb809acc4125a289957fc5869bb233925443c9e6ce","12414698","1620757329","2021-05-11 18:22:09","0x0000000000000000000000000000000000000000","0xd6a984153acb6c9e2d788f08c2465a1358bb89a7","7", "Mint Batch"
"0x778a97f4b48aaaedcb7ddabb809acc4125a289957fc5869bb233925443c9e6ce","12414698","1620757329","2021-05-11 18:22:09","0x0000000000000000000000000000000000000000","0xd6a984153acb6c9e2d788f08c2465a1358bb89a7","19", "Mint Batch"
"0x778a97f4b48aaaedcb7ddabb809acc4125a289957fc5869bb233925443c9e6ce","12414698","1620757329","2021-05-11 18:22:09","0x0000000000000000000000000000000000000000","0xd6a984153acb6c9e2d788f08c2465a1358bb89a7","20", "Mint Batch"
"0x778a97f4b48aaaedcb7ddabb809acc4125a289957fc5869bb233925443c9e6ce","12414698","1620757329","2021-05-11 18:22:09","0x0000000000000000000000000000000000000000","0xd6a984153acb6c9e2d788f08c2465a1358bb89a7","21", "Mint Batch"
"0x778a97f4b48aaaedcb7ddabb809acc4125a289957fc5869bb233925443c9e6ce","12414698","1620757329","2021-05-11 18:22:09","0x0000000000000000000000000000000000000000","0xd6a984153acb6c9e2d788f08c2465a1358bb89a7","22", "Mint Batch"
"0x778a97f4b48aaaedcb7ddabb809acc4125a289957fc5869bb233925443c9e6ce","12414698","1620757329","2021-05-11 18:22:09","0x0000000000000000000000000000000000000000","0xd6a984153acb6c9e2d788f08c2465a1358bb89a7","23", "Mint Batch"
"0x778a97f4b48aaaedcb7ddabb809acc4125a289957fc5869bb233925443c9e6ce","12414698","1620757329","2021-05-11 18:22:09","0x0000000000000000000000000000000000000000","0xd6a984153acb6c9e2d788f08c2465a1358bb89a7","43", "Mint Batch"
"0x778a97f4b48aaaedcb7ddabb809acc4125a289957fc5869bb233925443c9e6ce","12414698","1620757329","2021-05-11 18:22:09","0x0000000000000000000000000000000000000000","0xd6a984153acb6c9e2d788f08c2465a1358bb89a7","44", "Mint Batch"
"0x778a97f4b48aaaedcb7ddabb809acc4125a289957fc5869bb233925443c9e6ce","12414698","1620757329","2021-05-11 18:22:09","0x0000000000000000000000000000000000000000","0xd6a984153acb6c9e2d788f08c2465a1358bb89a7","51", "Mint Batch"
